SPP,SEX,AGE,BIOYR,CALYR,MMDD,x,y,SAMPLE_MET,ANYPOSNO,Id
MD,M,>=2,2006,2006,1106,478593.710000,4537587.960000,Harvest,NEG,16469
MD,M,>=2,2006,2006,1023,478610.540000,4482834.830000,Harvest,NEG,16451
MD,M,>=2,2006,2006,1211,478639.430000,4484439.150000,Harvest,NEG,16452
MD,M,>=2,2006,2006,1118,478791.700000,4507825.190000,Harvest,NEG,16459
MD,M,>=2,2006,2006,1122,478791.700000,4507825.190000,Harvest,NEG,16459
MD,M,>=2,2006,2006,1118,478791.700000,4507825.190000,Harvest,POS,16459
MD,M,>=2,2006,2006,1124,479207.100000,4469269.000000,Harvest,POS,16596
MD,M,>=2,2006,2006,1107,479539.130000,4499102.550000,Harvest,NEG,16606
MD,M,1,2006,2006,1107,479556.860000,4508645.120000,Harvest,NEG,16609
MD,F,>=2,2006,2006,0905,479556.860000,4508645.120000,Harvest,NEG,16609
MD,M,>=2,2006,2006,1117,480113.870000,4478112.970000,Harvest,NEG,16599
MD,M,<1,2006,2006,1021,480210.280000,4533113.470000,Harvest,NEG,16617
MD,M,>=2,2006,2006,1028,480249.500000,4493292.340000,Harvest,POS,16604
MD,M,>=2,2006,2006,1106,480255.340000,4490915.510000,Harvest,NEG,16603
MD,M,>=2,2006,2006,1122,480333.760000,4495940.950000,Harvest,NEG,16604
MD,M,>=2,2006,2006,1027,480347.880000,4498328.530000,Harvest,NEG,16605
MD,M,>=2,2006,2006,1120,480355.920000,4501488.350000,Harvest,NEG,16606
MD,M,>=2,2006,2006,1024,480367.700000,4520744.740000,Harvest,NEG,16613
MD,M,>=2,2006,2006,1019,480602.940000,4457123.140000,Harvest,POS,16592
MD,M,>=2,2006,2006,1228,480835.690000,4475682.520000,Harvest,NEG,16598
MD,M,>=2,2006,2006,1226,480860.660000,4476495.490000,Harvest,NEG,16598
MD,M,>=2,2006,2006,1118,480860.660000,4476495.490000,Harvest,POS,16598
MD,M,>=2,2006,2006,1211,480991.920000,4482109.790000,Harvest,NEG,16600
MD,M,>=2,2006,2006,1117,481052.750000,4537156.770000,Harvest,NEG,16618
MD,M,>=2,2006,2006,1028,481059.540000,4482909.080000,Harvest,POS,16600
MD,M,>=2,2006,2006,1118,481099.500000,4525681.180000,Harvest,NEG,16614
MD,M,>=2,2006,2006,1110,481145.160000,4509478.120000,Harvest,NEG,16609
MD,M,>=2,2006,2006,1030,481149.950000,4506254.700000,Harvest,NEG,16608
MD,M,>=2,2006,2006,1110,481156.310000,4507838.170000,Harvest,NEG,16608
MD,F,>=2,2006,2007,0202,481236.890000,4472073.300000,Harvest,NEG,16597
MD,M,>=2,2006,2007,0202,481236.890000,4472073.300000,Harvest,NEG,16597
MD,M,1,2006,2006,1024,481300.310000,4461920.780000,Harvest,NEG,16593
MD,M,>=2,2006,2006,1127,481344.150000,4511840.450000,Harvest,NEG,16610
MD,M,1,2006,2006,1121,481375.190000,4511866.230000,Harvest,NEG,16610
MD,M,>=2,2006,2006,1121,481375.190000,4511866.230000,Harvest,NEG,16610
MD,M,>=2,2006,2006,1121,481375.190000,4511866.230000,Harvest,NEG,16610
MD,M,>=2,2006,2006,1121,481375.190000,4511866.230000,Harvest,NEG,16610
MD,M,>=2,2006,2006,1120,481581.000000,4475453.000000,Harvest,NEG,16598
MD,F,>=2,2006,2006,1026,481791.920000,4481309.790000,Harvest,NEG,16600
MD,M,>=2,2006,2006,1002,481791.920000,4481309.790000,Harvest,NEG,16600
MD,F,>=2,2006,2006,1121,481846.530000,4534721.620000,Harvest,NEG,16617
MD,M,>=2,2006,2006,1227,481846.530000,4534721.620000,Harvest,NEG,16617
MD,M,>=2,2006,2006,1107,481846.530000,4534721.620000,Harvest,POS,16617
MD,F,>=2,2006,2006,0920,481857.350000,4490906.190000,Harvest,NEG,16603
MD,M,>=2,2006,2006,1118,481899.500000,4525681.180000,Harvest,POS,16614
MD,M,1,2006,2006,1023,481923.640000,4499890.840000,Harvest,NEG,16606
MD,M,>=2,2006,2006,1023,481923.640000,4499890.840000,Harvest,NEG,16606
MD,F,1,2006,2006,0902,481926.660000,4498294.430000,Harvest,NEG,16605
MD,F,>=2,2006,2006,0902,481926.660000,4498294.430000,Harvest,NEG,16605
MD,M,>=2,2006,2006,1024,481956.310000,4507038.170000,Harvest,NEG,16608
MD,M,>=2,2006,2006,1021,482100.310000,4462720.780000,Harvest,NEG,16742
MD,M,>=2,2006,2006,1030,482114.120000,4460315.030000,Harvest,NEG,16742
MD,F,>=2,2006,2006,1127,482163.050000,4458687.930000,Harvest,NEG,16741
MD,F,>=2,2006,2006,1127,482163.050000,4458687.930000,Harvest,POS,16741
MD,M,>=2,2006,2006,1024,482448.500000,4475711.170000,Harvest,NEG,16747
MD,M,>=2,2006,2006,0918,482451.810000,4476509.070000,Harvest,NEG,16747
MD,M,1,2006,2006,1118,482487.880000,4471673.040000,Harvest,NEG,16745
MD,F,>=2,2006,2006,1204,482487.880000,4471673.040000,Harvest,NEG,16745
MD,M,>=2,2006,2006,1118,482487.880000,4471673.040000,Harvest,NEG,16745
MD,M,>=2,2006,2006,1009,482487.880000,4471673.040000,Harvest,NEG,16745
MD,M,>=2,2006,2006,1102,482488.100000,4468455.340000,Harvest,NEG,16744
MD,F,>=2,2006,2007,0116,482491.950000,4470055.960000,Harvest,NEG,16745
MD,M,>=2,2006,2006,1015,482491.950000,4470855.960000,Harvest,NEG,16745
MD,M,>=2,2006,2006,1207,482542.210000,4479746.980000,Harvest,NEG,16748
MD,F,>=2,2006,2006,1109,482636.180000,4482926.800000,Harvest,NEG,16749
MD,F,>=2,2006,2006,1128,482649.300000,4491747.110000,Harvest,NEG,16752
MD,M,>=2,2006,2006,1106,482683.490000,4534713.350000,Harvest,NEG,16766
MD,M,>=2,2006,2006,1116,482718.320000,4503147.690000,Harvest,NEG,16756
MD,M,>=2,2006,2006,1104,482754.530000,4507027.750000,Harvest,NEG,16757
MD,M,>=2,2006,2006,1122,482839.710000,4465201.550000,Harvest,NEG,16743
MD,M,>=2,2006,2006,1023,482839.710000,4466001.550000,Harvest,POS,16744
MD,F,>=2,2006,2007,0122,483248.500000,4474911.170000,Harvest,NEG,16746
MD,M,>=2,2006,2006,1119,483248.500000,4475711.170000,Harvest,NEG,16747
MD,M,>=2,2006,2006,1011,483251.810000,4476509.070000,Harvest,NEG,16747
MD,M,>=2,2006,2006,1120,483251.810000,4476509.070000,Harvest,NEG,16747
MD,M,>=2,2006,2006,1120,483251.810000,4476509.070000,Harvest,NEG,16747
MD,M,>=2,2006,2006,1127,483251.810000,4476509.070000,Harvest,NEG,16747
MD,M,>=2,2006,2006,1023,483252.000000,4461333.000000,Harvest,POS,16742
MD,M,>=2,2006,2006,1105,483278.500000,4473292.180000,Harvest,NEG,16746
MD,F,>=2,2006,2006,1014,483299.280000,4478933.560000,Harvest,NEG,16748
MD,M,>=2,2006,2006,1011,483342.210000,4479746.980000,Harvest,NEG,16748
MD,F,>=2,2006,2007,0103,483389.740000,4482135.110000,Harvest,NEG,16749
MD,M,1,2006,2006,0912,483449.300000,4490947.110000,Harvest,NEG,16752
MD,F,>=2,2006,2006,1115,483449.300000,4490947.110000,Harvest,NEG,16752
MD,M,>=2,2006,2006,1116,483449.300000,4491747.110000,Harvest,POS,16752
MD,M,>=2,2006,2006,1024,483476.730000,4492601.710000,Harvest,NEG,16752
MD,M,>=2,2006,2006,1106,483476.730000,4493401.710000,Harvest,NEG,16753
MD,M,1,2006,2006,1120,483495.380000,4531471.410000,Harvest,NEG,16765
MD,M,>=2,2006,2006,0919,483516.140000,4499921.570000,Harvest,NEG,16755
MD,M,1,2006,2006,1105,483517.960000,4498324.940000,Harvest,NEG,16754
MD,F,>=2,2006,2006,1105,483517.960000,4498324.940000,Harvest,NEG,16754
MD,M,>=2,2006,2006,1117,483541.560000,4511085.240000,Harvest,NEG,16759
MD,F,>=2,2006,2006,1226,483734.800000,4458684.280000,Harvest,NEG,16741
MD,M,<1,2006,2006,1226,483734.800000,4459484.280000,Harvest,NEG,16741
MD,F,>=2,2006,2007,0122,483734.800000,4459484.280000,Harvest,NEG,16741
MD,M,>=2,2006,2007,0122,483734.800000,4459484.280000,Harvest,POS,16741
MD,F,>=2,2006,2006,1027,484110.290000,4470086.310000,Harvest,NEG,16745
MD,M,>=2,2006,2006,1129,484110.290000,4470086.310000,Harvest,NEG,16745
MD,M,<1,2006,2006,1106,484110.290000,4470886.310000,Harvest,NEG,16745
MD,F,>=2,2006,2006,1106,484110.290000,4470886.310000,Harvest,NEG,16745
MD,M,>=2,2006,2006,1103,484110.290000,4470886.310000,Harvest,NEG,16745
MD,M,>=2,2006,2006,1206,484121.030000,4468486.920000,Harvest,NEG,16744
MD,M,>=2,2006,2006,1220,484144.060000,4466879.690000,Harvest,POS,16744
MD,M,>=2,2006,2006,1024,484281.250000,4493398.240000,Harvest,NEG,16753
MD,M,>=2,2006,2006,1024,484281.250000,4493398.240000,Harvest,NEG,16753
MD,F,>=2,2006,2006,1023,484327.170000,4529695.190000,Harvest,NEG,16765
MD,M,>=2,2006,2006,1101,484344.290000,4511871.700000,Harvest,NEG,16759
MD,M,>=2,2006,2006,1116,484349.040000,4509474.430000,Harvest,NEG,16758
MD,M,>=2,2006,2006,1116,484349.040000,4509474.430000,Harvest,NEG,16758
MD,M,>=2,2006,2006,1120,484349.040000,4509474.430000,Harvest,NEG,16758
MD,M,>=2,2006,2006,1122,484351.670000,4505455.710000,Harvest,NEG,16757
MD,M,>=2,2006,2006,1102,484910.290000,4470086.310000,Harvest,POS,16745
MD,F,<1,2006,2007,0116,484921.030000,4469286.920000,Harvest,NEG,16745
MD,M,>=2,2006,2007,0123,484921.030000,4469286.920000,Harvest,NEG,16745
MD,M,>=2,2006,2006,1121,484921.030000,4469286.920000,Harvest,POS,16745
MD,M,>=2,2006,2006,1120,484944.060000,4467679.690000,Harvest,POS,16744
MD,M,>=2,2006,2006,0913,485035.610000,4483739.640000,Harvest,NEG,16898
MD,M,>=2,2006,2006,1113,485053.530000,4491742.910000,Harvest,NEG,16901
MD,M,>=2,2006,2006,1117,485053.530000,4491742.910000,Harvest,NEG,16901
MD,M,>=2,2006,2006,1106,485127.170000,4530495.190000,Harvest,NEG,16914
MD,M,1,2006,2006,1116,485135.720000,4504686.890000,Harvest,NEG,16905
MD,M,>=2,2006,2007,0108,485825.680000,4482127.610000,Harvest,NEG,16898
MD,M,>=2,2006,2006,1122,485825.680000,4482127.610000,Harvest,POS,16898
MD,M,>=2,2006,2006,1117,485950.360000,4505452.600000,Harvest,NEG,16906
MD,M,>=2,2006,2006,1121,485954.910000,4503884.150000,Harvest,NEG,16905
MD,M,>=2,2006,2006,1118,485956.220000,4498324.230000,Harvest,NEG,16903
MD,M,>=2,2006,2006,1121,485961.040000,4499121.620000,Harvest,NEG,16904
MD,M,>=2,2006,2006,1120,485961.200000,4507063.960000,Harvest,NEG,16906
MD,F,>=2,2006,2006,1012,486049.890000,4465202.820000,Harvest,NEG,16892
MD,M,>=2,2006,2006,1024,486743.320000,4495919.720000,Harvest,NEG,16902
MD,F,>=2,2006,2006,1110,486761.200000,4507863.960000,Harvest,NEG,16906
MD,M,1,2006,2006,1026,486762.620000,4503129.460000,Harvest,NEG,16905
MD,M,1,2006,2006,1110,486790.320000,4532714.100000,Harvest,NEG,16915
MD,M,>=2,2006,2006,1120,486790.320000,4532714.100000,Harvest,NEG,16915
MD,M,>=2,2006,2006,1120,486790.320000,4532714.100000,Harvest,NEG,16915
MD,M,>=2,2006,2006,1120,486859.870000,4464352.340000,Harvest,NEG,16892
MD,M,>=2,2006,2006,1023,487450.640000,4482123.130000,Harvest,POS,16898
MD,M,>=2,2006,2006,1110,487544.120000,4495016.450000,Harvest,NEG,16902
MD,M,>=2,2006,2006,1111,487624.500000,4519054.360000,Harvest,NEG,16910
MD,M,>=2,2006,2006,1116,487631.100000,4531916.890000,Harvest,NEG,16914
MD,M,>=2,2006,2006,1120,487631.100000,4531916.890000,Harvest,NEG,16914
MD,M,>=2,2006,2006,1116,487631.100000,4531916.890000,Harvest,POS,16914
MD,M,>=2,2006,2006,1214,488241.890000,4478109.060000,Harvest,NEG,17046
MD,M,>=2,2006,2006,1108,488414.490000,4529502.810000,Harvest,NEG,17063
MD,M,>=2,2006,2006,1117,488416.400000,4534316.730000,Harvest,NEG,17064
MD,M,>=2,2006,2006,1028,488429.480000,4523844.810000,Harvest,POS,17061
MD,M,>=2,2006,2006,1022,488438.990000,4519846.840000,Harvest,NEG,17059
MD,M,>=2,2006,2006,1120,489079.500000,4484546.330000,Harvest,NEG,17048
MD,M,>=2,2006,2006,1120,489079.500000,4484546.330000,Harvest,POS,17048
MD,M,>=2,2006,2006,1106,489208.810000,4528671.710000,Harvest,NEG,17062
MD,M,>=2,2006,2006,1022,489242.450000,4532695.680000,Harvest,NEG,17064
MD,M,>=2,2006,2006,1022,489242.450000,4532695.680000,Harvest,NEG,17064
MD,F,>=2,2006,2006,1218,490033.310000,4520639.230000,Harvest,NEG,17060
MD,M,>=2,2006,2006,1120,490033.310000,4520639.230000,Harvest,NEG,17060
MD,F,>=2,2006,2007,0123,490826.400000,4521470.980000,Harvest,NEG,17060
MD,M,>=2,2006,2006,1108,494727.650000,4490187.250000,Harvest,NEG,17348
MD,M,>=2,2006,2006,1117,494731.930000,4490988.990000,Harvest,NEG,17348
MD,M,>=2,2006,2006,1025,495632.800000,4511016.340000,Harvest,NEG,17355
MD,M,>=2,2006,2006,1120,499591.560000,4515019.970000,Harvest,NEG,17505
MD,M,>=2,2007,2007,0116,412126.300000,4537963.560000,Harvest,NEG,13191
MD,M,>=2,2007,2007,0116,412926.300000,4537963.560000,Harvest,NEG,13191
MD,M,>=2,2007,2007,0116,413752.540000,4537919.960000,Harvest,NEG,13340
MD,M,>=2,2007,2007,0910,418538.310000,4537364.140000,Harvest,NEG,13489
MD,M,>=2,2007,2007,01115,420085.140000,4532512.850000,Harvest,POS,13637
MD,M,>=2,2007,2007,01110,421730.900000,4532532.360000,Harvest,NEG,13637
MD,M,>=2,2007,2007,01117,425833.470000,4531702.070000,Harvest,NEG,13934
MD,M,1,2007,2007,0116,426613.110000,4530806.570000,Harvest,NEG,13934
MD,M,1,2007,2007,01029,427343.920000,4526755.000000,Harvest,NEG,13933
MD,M,>=2,2007,2007,01025,432215.910000,4531526.710000,Harvest,NEG,14232
MD,M,>=2,2007,2007,01025,432215.910000,4531526.710000,Harvest,NEG,14232
MD,F,1,2007,2007,0910,436901.340000,4525775.690000,Harvest,NEG,14379
MD,M,>=2,2007,2007,01119,437183.510000,4534668.930000,Harvest,NEG,14531
MD,F,>=2,2007,2007,0912,440378.510000,4536140.110000,Harvest,NEG,14681
MD,M,1,2007,2007,01029,445796.930000,4531223.570000,Harvest,NEG,14828
MD,M,1,2007,2007,01024,447257.760000,4516417.870000,Harvest,NEG,14972
MD,M,>=2,2007,2007,01022,447334.790000,4519648.900000,Harvest,NEG,14973
MD,M,1,2007,2007,01024,447374.120000,4521259.460000,Harvest,NEG,14974
MD,M,>=2,2007,2007,01121,447374.740000,4506823.840000,Harvest,NEG,14969
MD,M,1,2007,2007,01026,447412.050000,4532788.710000,Harvest,NEG,14978
MD,M,>=2,2007,2007,0125,448044.310000,4514806.050000,Harvest,NEG,14972
MD,M,>=2,2007,2007,01113,449111.830000,4506769.970000,Harvest,NEG,15118
MD,M,>=2,2007,2007,099,450488.160000,4532830.710000,Harvest,NEG,15127
MD,M,>=2,2007,2007,01120,451829.880000,4508646.990000,Harvest,NEG,15119
MD,M,>=2,2007,2007,01121,452284.000000,4530261.000000,Harvest,NEG,15275
MD,M,>=2,2007,2007,01119,453531.390000,4529704.470000,Harvest,NEG,15275
MD,M,1,2007,2007,01119,453885.270000,4508342.800000,Harvest,NEG,15268
MD,F,>=2,2007,2007,0912,456146.280000,4515581.360000,Harvest,POS,15419
MD,M,1,2007,2007,01117,456628.060000,4525012.410000,Harvest,NEG,15422
MD,F,>=2,2007,2007,099,456676.860000,4531570.270000,Harvest,NEG,15424
MD,M,>=2,2007,2007,0119,456766.910000,4517397.910000,Harvest,NEG,15420
MD,M,>=2,2007,2007,01119,456807.340000,4533080.220000,Harvest,NEG,15425
MD,M,>=2,2007,2007,0119,457035.070000,4512447.720000,Harvest,NEG,15418
MD,M,>=2,2007,2007,01022,457607.340000,4533880.220000,Harvest,NEG,15425
MD,M,>=2,2007,2007,01022,457607.340000,4533880.220000,Harvest,NEG,15425
MD,M,>=2,2007,2007,01022,457607.340000,4533880.220000,Harvest,NEG,15425
MD,M,>=2,2007,2007,01119,458255.460000,4520010.230000,Harvest,NEG,15570
MD,M,>=2,2007,2007,01113,459379.420000,4510913.210000,Harvest,POS,15566
MD,M,>=2,2007,2007,01115,460183.790000,4511691.470000,Harvest,NEG,15567
MD,M,>=2,2007,2007,01116,460617.170000,4529089.380000,Harvest,NEG,15573
MD,M,>=2,2007,2007,01114,460656.930000,4530789.440000,Harvest,NEG,15573
MD,M,1,2007,2007,01120,462576.790000,4510884.330000,Harvest,NEG,15715
MD,M,>=2,2007,2007,01119,462576.980000,4535344.940000,Harvest,NEG,15724
MD,M,>=2,2007,2007,01119,462576.980000,4535344.940000,Harvest,NEG,15724
MD,M,>=2,2007,2007,0118,463173.520000,4520803.760000,Harvest,NEG,15719
MD,M,>=2,2007,2007,0912,463400.020000,4510109.250000,Harvest,NEG,15715
MD,M,>=2,2007,2007,01026,463452.960000,4534512.750000,Harvest,NEG,15723
MD,M,>=2,2007,2007,01120,463965.280000,4525725.190000,Harvest,NEG,15720
MD,M,>=2,2007,2007,01118,464797.880000,4528183.440000,Harvest,NEG,15870
MD,M,>=2,2007,2007,0116,464800.190000,4533097.820000,Harvest,NEG,15872
MD,M,1,2007,2007,0114,464992.290000,4513286.960000,Harvest,NEG,15865
MD,F,>=2,2007,2007,01021,465057.160000,4506946.990000,Harvest,NEG,15863
MD,M,>=2,2007,2007,01021,465057.160000,4506946.990000,Harvest,NEG,15863
MD,M,1,2007,2007,0116,465603.720000,4527334.780000,Harvest,NEG,15870
MD,F,>=2,2007,2007,01118,465631.950000,4520792.790000,Harvest,NEG,15868
MD,M,>=2,2007,2007,0115,466455.130000,4524061.730000,Harvest,NEG,15869
MD,M,>=2,2007,2007,01115,466636.830000,4508532.740000,Harvest,NEG,15864
MD,M,>=2,2007,2007,01026,466680.050000,4507719.660000,Harvest,NEG,15863
MD,F,>=2,2007,2008,017,467172.060000,4487481.580000,Harvest,NEG,16006
MD,F,>=2,2007,2007,01015,467196.660000,4537610.050000,Harvest,NEG,16022
MD,F,>=2,2007,2007,01015,467196.660000,4537610.050000,Harvest,NEG,16022
MD,M,>=2,2007,2007,01118,467200.170000,4527360.850000,Harvest,NEG,16019
MD,M,>=2,2007,2007,01029,467219.870000,4524925.040000,Harvest,POS,16018
MD,M,1,2007,2007,01022,467219.870000,4525725.040000,Harvest,NEG,16018
MD,F,>=2,2007,2007,0914,467231.920000,4489134.890000,Harvest,NEG,16006
MD,M,1,2007,2007,0116,467358.520000,4504599.390000,Harvest,NEG,16011
MD,M,>=2,2007,2007,01114,467358.520000,4504599.390000,Harvest,NEG,16011
MD,M,1,2007,2007,01022,467984.940000,4509598.770000,Harvest,NEG,16013
MD,M,>=2,2007,2007,01119,468090.730000,4489981.160000,Harvest,NEG,16006
MD,M,>=2,2007,2007,01029,468100.810000,4520017.570000,Harvest,NEG,16017
MD,M,>=2,2007,2007,01023,468230.220000,4514142.580000,Harvest,NEG,16015
MD,M,>=2,2007,2007,01116,468230.220000,4514142.580000,Harvest,NEG,16015
MD,M,1,2007,2007,01020,468839.920000,4527361.990000,Harvest,NEG,16019
MD,M,>=2,2007,2007,01119,468871.270000,4525715.560000,Harvest,NEG,16018
MD,M,>=2,2007,2007,094,468951.480000,4493276.700000,Harvest,NEG,16008
MD,M,>=2,2007,2007,0118,469646.790000,4532247.570000,Harvest,NEG,16021
MD,M,1,2007,2007,01121,469940.570000,4507740.700000,Harvest,NEG,16012
MD,M,>=2,2007,2007,01116,470619.460000,4504621.760000,Harvest,NEG,16160
MD,F,>=2,2007,2007,01024,470623.630000,4503062.700000,Harvest,NEG,16160
MD,M,>=2,2007,2007,0114,470738.010000,4510169.950000,Harvest,NEG,16162
MD,M,>=2,2007,2007,01030,470740.570000,4507740.700000,Harvest,NEG,16161
MD,M,1,2007,2007,01118,471251.310000,4534758.610000,Harvest,NEG,16170
MD,M,>=2,2007,2007,01118,471251.310000,4534758.610000,Harvest,NEG,16170
MD,M,>=2,2007,2007,01118,471251.310000,4534758.610000,Harvest,NEG,16170
MD,F,>=2,2007,2007,0910,471263.390000,4483521.910000,Harvest,NEG,16153
MD,M,>=2,2007,2007,01029,471400.290000,4518328.260000,Harvest,NEG,16165
MD,M,1,2007,2007,0114,471400.290000,4519128.260000,Harvest,NEG,16165
MD,M,>=2,2007,2007,01023,471400.290000,4519128.260000,Harvest,NEG,16165
MD,M,1,2007,2007,01115,471452.460000,4496667.300000,Harvest,NEG,16158
MD,M,>=2,2007,2007,01115,471452.460000,4496667.300000,Harvest,NEG,16158
MD,F,>=2,2007,2007,01121,471705.100000,4457195.360000,Harvest,NEG,16145
MD,M,>=2,2007,2007,01116,472051.310000,4534758.610000,Harvest,NEG,16170
MD,M,>=2,2007,2007,01116,472051.310000,4534758.610000,Harvest,NEG,16170
MD,M,>=2,2007,2007,01115,472151.090000,4491607.150000,Harvest,NEG,16156
MD,M,1,2007,2007,0116,472197.760000,4519967.310000,Harvest,NEG,16165
MD,M,>=2,2007,2007,0911,472197.760000,4519967.310000,Harvest,NEG,16165
MD,M,>=2,2007,2007,01022,472197.760000,4519967.310000,Harvest,NEG,16165
MD,M,>=2,2007,2007,01119,472203.780000,4517464.310000,Harvest,NEG,16165
MD,M,1,2007,2007,0119,472343.960000,4506957.170000,Harvest,NEG,16161
MD,F,>=2,2007,2007,01118,472961.550000,4486771.880000,Harvest,NEG,16154
MD,M,>=2,2007,2007,01118,472961.550000,4486771.880000,Harvest,NEG,16154
MD,M,>=2,2007,2007,01118,472963.880000,4492390.620000,Harvest,NEG,16156
MD,F,>=2,2007,2007,0924,473064.150000,4504677.060000,Harvest,NEG,16309
MD,M,>=2,2007,2007,0113,473100.210000,4513395.700000,Harvest,NEG,16312
MD,M,>=2,2007,2007,01110,473119.390000,4499943.450000,Harvest,NEG,16308
MD,M,1,2007,2007,01024,473126.100000,4505425.440000,Harvest,NEG,16310
MD,F,>=2,2007,2007,01023,473145.580000,4510999.370000,Harvest,NEG,16311
MD,M,>=2,2007,2007,01110,473699.210000,4484319.640000,Harvest,NEG,16303
MD,F,>=2,2007,2007,0115,473750.430000,4489238.840000,Harvest,NEG,16304
MD,M,>=2,2007,2007,01020,473918.630000,4497540.300000,Harvest,NEG,16307
MD,M,>=2,2007,2007,0111,473931.900000,4506998.170000,Harvest,NEG,16310
MD,M,>=2,2007,2007,01120,473951.070000,4508559.760000,Harvest,NEG,16311
MD,M,1,2007,2007,01120,474011.000000,4504500.000000,Harvest,NEG,16309
MD,M,>=2,2007,2008,0225,474110.790000,4466124.340000,Harvest,NEG,16297
MD,M,>=2,2007,2007,01025,474729.300000,4496749.620000,Harvest,NEG,16307
MD,M,>=2,2007,2007,01021,474732.000000,4497557.190000,Harvest,NEG,16307
MD,M,>=2,2007,2007,01022,475294.160000,4537167.290000,Harvest,NEG,16320
MD,M,>=2,2007,2007,01126,475355.880000,4488425.040000,Harvest,NEG,16304
MD,M,>=2,2007,2007,01022,475372.730000,4529838.910000,Harvest,NEG,16318
MD,M,>=2,2007,2007,01023,475545.810000,4510274.240000,Harvest,NEG,16311
MD,M,>=2,2007,2007,01220,475715.680000,4464650.040000,Harvest,NEG,16296
MD,M,>=2,2007,2007,094,475716.020000,4459778.640000,Harvest,NEG,16294
MD,M,>=2,2007,2007,01024,476191.540000,4529856.390000,Harvest,POS,16467
MD,M,>=2,2007,2007,01022,476191.540000,4530656.390000,Harvest,NEG,16467
MD,F,>=2,2007,2008,0128,476363.440000,4517488.630000,Harvest,NEG,16463
MD,M,>=2,2007,2007,0123,476574.980000,4459747.970000,Harvest,POS,16443
MD,F,>=2,2007,2007,01031,476740.210000,4467674.790000,Harvest,NEG,16446
MD,F,>=2,2007,2007,01031,476740.210000,4467674.790000,Harvest,NEG,16446
MD,M,>=2,2007,2007,01115,476775.390000,4475574.550000,Harvest,NEG,16449
MD,M,>=2,2007,2008,017,476978.500000,4486039.840000,Harvest,NEG,16452
MD,M,>=2,2007,2007,01025,477130.610000,4507857.030000,Harvest,NEG,16459
MD,M,>=2,2007,2007,01025,477132.490000,4508659.200000,Harvest,NEG,16460
MD,M,1,2007,2007,01119,477651.020000,4474055.530000,Harvest,NEG,16448
MD,M,>=2,2007,2007,01119,477651.020000,4474055.530000,Harvest,NEG,16448
MD,M,>=2,2007,2007,01119,477793.710000,4537587.960000,Harvest,NEG,16469
MD,M,>=2,2007,2007,01126,477839.430000,4485239.150000,Harvest,NEG,16452
MD,M,>=2,2007,2007,01120,477932.240000,4496740.230000,Harvest,NEG,16456
MD,M,>=2,2007,2007,0927,477978.000000,4502368.520000,Harvest,NEG,16458
MD,M,>=2,2007,2007,01024,478092.090000,4465389.420000,Harvest,NEG,16445
MD,M,>=2,2007,2007,0123,478146.700000,4462164.870000,Harvest,POS,16444
MD,M,>=2,2007,2007,01123,478398.840000,4468478.180000,Harvest,NEG,16446
MD,M,>=2,2007,2007,0118,478483.370000,4477255.480000,Harvest,POS,16449
MD,M,>=2,2007,2007,01110,478597.050000,4537160.770000,Harvest,POS,16469
MD,M,>=2,2007,2007,0116,478610.540000,4483634.830000,Harvest,NEG,16451
MD,M,>=2,2007,2007,0113,478699.210000,4525647.960000,Harvest,POS,16465
MD,M,>=2,2007,2007,01119,478810.200000,4514232.800000,Harvest,NEG,16462
MD,M,>=2,2007,2007,01115,479397.520000,4526624.530000,Harvest,NEG,16615
MD,M,>=2,2007,2007,01029,479397.520000,4527424.530000,Harvest,NEG,16615
MD,M,>=2,2007,2007,01020,479429.380000,4537163.290000,Harvest,NEG,16618
MD,M,>=2,2007,2007,01120,479567.700000,4519944.740000,Harvest,NEG,16612
MD,M,>=2,2007,2007,01121,479592.700000,4512641.680000,Harvest,NEG,16610
MD,M,>=2,2007,2007,0123,479767.830000,4461118.950000,Harvest,NEG,16593
MD,M,>=2,2007,2007,01018,479855.580000,4483130.040000,Harvest,NEG,16600
MD,M,>=2,2007,2007,01226,480029.350000,4470056.800000,Harvest,NEG,16596
MD,M,>=2,2007,2007,01022,480169.820000,4528247.930000,Harvest,NEG,16615
MD,M,>=2,2007,2007,01023,480221.710000,4535532.050000,Harvest,NEG,16618
MD,F,>=2,2007,2008,0114,480235.030000,4537584.270000,Harvest,NEG,16618
MD,M,>=2,2007,2007,0114,480235.030000,4537584.270000,Harvest,NEG,16618
MD,M,>=2,2007,2007,01117,480235.030000,4537584.270000,Harvest,NEG,16618
MD,M,>=2,2007,2007,01030,480235.160000,4488512.300000,Harvest,NEG,16602
MD,M,>=2,2007,2007,01118,480374.660000,4502280.310000,Harvest,NEG,16607
MD,M,>=2,2007,2007,01117,480374.660000,4503080.310000,Harvest,NEG,16607
MD,M,>=2,2007,2007,01130,480829.780000,4467674.020000,Harvest,NEG,16595
MD,M,>=2,2007,2007,01113,480830.180000,4473267.910000,Harvest,NEG,16597
MD,M,>=2,2007,2007,01126,480834.650000,4469257.360000,Harvest,NEG,16596
MD,M,>=2,2007,2007,01126,480834.650000,4469257.360000,Harvest,NEG,16596
MD,M,>=2,2007,2007,01116,480853.040000,4470852.210000,Harvest,NEG,16596
MD,M,>=2,2007,2007,01123,480991.920000,4482109.790000,Harvest,NEG,16600
